,ndcItem,ndc9,ndc10,rxcui,splSetIdItem
713,36800074462,36800-744,36800-744-62,1014571,103df878-1455-414f-94cb-5b32a2d3e4b8
714,50436352501,50436-3525,50436-3525-1,1745091,103f88dc-d705-4993-bcab-e2fc12ff6024
715,63187079709,63187-797,63187-797-09,313161,1042b91c-715c-4e90-b9cc-d91a17f9f7cb
716,56062066486,56062-664,56062-664-86,1043619,1046b6b5-b439-4d32-87b3-c118a58bf191
717,55319081072,55319-810,55319-810-72,808520,105e7204-65c9-4fa9-a959-00d701e010bf
718,43598013901,43598-139,43598-139-01,834022,10827042-a2d4-44f9-837d-2023a3d552ff
719,55700058290,55700-582,55700-582-90,198316,108cd29b-0de4-4260-8794-8d317e005f1d
720,55700086401,55700-864,55700-864-01,835603,10954a13-beed-476c-a581-87f2d48beac0
727,58602083267,58602-832,58602-832-67,1367426,10a8a74b-11d1-490e-87e7-d705fe0e7602
729,69315021101,69315-211,69315-211-01,198032,10b854c5-e7b3-46bd-b4d6-788ba5d601e1
730,67457018750,67457-187,67457-187-50,261265,10cc918f-aa44-415b-932d-2404695ac449
731,64380073211,64380-732,64380-732-11,901814,10d52858-a55f-4053-aa77-da660556a2ad
741,72288060140,72288-601,72288-601-40,1431245,10f9627b-edda-422a-b01f-7066f9c98335
742,58602071301,58602-713,58602-713-01,310965,1100648c-6b9f-49c9-94d0-c40f24fe5c27
772,00574085005,0574-0850,0574-0850-05,238163,111f628a-7e1e-4d47-8ac1-f898cbfc9b74
776,71205039230,71205-392,71205-392-30,402131,11202c0a-7401-41c9-b1e7-d93739fcd36f
779,72205007530,72205-075,72205-075-30,1923828,1122f1c0-c160-49db-a31b-90d7521370f5
781,72205007630,72205-076,72205-076-30,1923826,1122f1c0-c160-49db-a31b-90d7521370f5
783,72205017630,72205-176,72205-176-30,1923822,1122f1c0-c160-49db-a31b-90d7521370f5
785,66975035130,66975-351,66975-351-30,1541816,1142e94e-0de1-4e8a-8eaf-a8dc0d08a290
786,45802050704,45802-507,45802-507-04,358917,1144d82f-085c-45a4-b32d-9b24c495d154
787,00713072615,0713-0726,0713-0726-15,311753,11480234-ce3a-4e09-b57b-9a16c36fff32
789,68094002859,68094-028,68094-028-59,1437966,1152de10-1822-4c7f-912d-8f4483ac4b72
792,72205018001,72205-180,72205-180-01,283669,1172bc4e-1700-402f-8262-97f05bac0d09
795,64024061944,64024-619,64024-619-44,891710,118a1a07-7283-4353-97b5-6ac3b1cc1430
796,62003042202,62003-422,62003-422-02,1089831,11a18b43-0017-4159-8d4b-af58073e0d4e
800,36800093964,36800-939,36800-939-64,106258,11a30ec9-ebc2-4a00-8a8d-431d0d973b37
801,00093312701,0093-3127,0093-3127-01,309958,11a68e26-d2e4-48f6-ba0f-9bdd5778f25a
802,00093312901,0093-3129,0093-3129-01,309960,11a68e26-d2e4-48f6-ba0f-9bdd5778f25a
803,30142094820,30142-948,30142-948-20,1298324,11b3c01a-93c5-4cd1-8422-d3c3d19d8dff
805,62175041532,62175-415,62175-415-32,596843,11c323ff-3aeb-453f-b9e2-5baa51d8cf50
806,62175043032,62175-430,62175-430-32,311277,11c323ff-3aeb-453f-b9e2-5baa51d8cf50
809,00363131034,0363-1310,0363-1310-34,310604,11c626d2-e1d9-4a99-a531-62567c2f9ce0
810,00049120301,0049-1203,0049-1203-01,352228,1206103f-52e5-44dd-a29e-8ec2ebd826d4
812,50268045915,50268-459,50268-459-15,199147,120a47ff-e3a5-8811-3428-e90704ca0679
813,50268046013,50268-460,50268-460-13,349491,120a47ff-e3a5-8811-3428-e90704ca0679
814,63187070630,63187-706,63187-706-30,858118,12266b6d-8a6d-425b-88f9-8c6b4d5b1850
817,68001054036,68001-540,68001-540-36,402243,12500f21-8e2f-4bcd-861e-4dfca843da2e
818,63187083410,63187-834,63187-834-10,244967,1252b997-3a81-4f3c-90e4-92f29ba15713
819,79622001265,79622-012,79622-012-65,2599531,12569e7c-9c2a-4b8b-94e2-f05607b4a866
821,63824060064,63824-600,63824-600-64,1375932,12948a0b-417f-4e2d-9944-f03f69b765e7
823,69484005115,69484-051,69484-051-15,245593,129ecbf8-17c8-4259-a4ca-7c0a09298bb0
824,59385001201,59385-012,59385-012-01,1542396,12b963dd-f189-11e3-ac10-0800200c9a66
826,59385001401,59385-014,59385-014-01,1544853,12b963dd-f189-11e3-ac10-0800200c9a66
828,59385001601,59385-016,59385-016-01,1544856,12b963dd-f189-11e3-ac10-0800200c9a66
830,66975035920,66975-359,66975-359-20,966557,12c6efc6-e835-473a-9e66-077086924d61
831,72336091079,72336-910,72336-910-79,1996254,130e1659-9c2d-49ca-9db8-d28aa23fd133
833,72288063940,72288-639,72288-639-40,1431245,130e68d1-9048-49c1-beee-490eecaed2d9
834,63629730501,63629-7305,63629-7305-1,310430,130f4b5b-eefe-4ce6-8555-c872a8082c17
835,63629730901,63629-7309,63629-7309-1,310432,130f4b5b-eefe-4ce6-8555-c872a8082c17
838,76348040501,76348-405,76348-405-01,240725,1310185a-c08e-108e-e054-00144ff8d46c
839,72288018940,72288-189,72288-189-40,1431245,1341744c-43c3-462b-b93c-1e46476fd935
840,73057034708,73057-347,73057-347-08,1020477,135293fb-5674-4638-be55-b968cf51257e
842,11822163000,11822-1630,11822-1630-0,1790650,13618054-d0c5-4190-b626-e7e91b855738
844,63187072630,63187-726,63187-726-30,993518,13770e60-117c-4814-93bb-9bc41a042a20
847,63629730701,63629-7307,63629-7307-1,310433,137b2b9a-9d42-48d0-913f-5dc146fb689a
849,59762371901,59762-3719,59762-3719-1,308047,13930c94-d83a-414f-be35-b1fef35f738d
852,59762372001,59762-3720,59762-3720-1,308048,13930c94-d83a-414f-be35-b1fef35f738d
855,59762372101,59762-3721,59762-3721-1,197321,13930c94-d83a-414f-be35-b1fef35f738d
858,59762372201,59762-3722,59762-3722-1,197322,13930c94-d83a-414f-be35-b1fef35f738d
860,46122068065,46122-680,46122-680-65,198852,13bfb2e9-b231-4f50-8991-b21797323ed7
861,17478010505,17478-105,17478-105-05,1111339,13c546ed-8f8c-4888-bcd7-7efc9e39e411
862,70860022510,70860-225,70860-225-10,402243,13d813cb-c878-4926-aceb-bc973507a1a8
863,70594002309,70594-023,70594-023-09,1117522,13dc3525-1879-4bd8-a922-81bc1397d5af
864,76348045002,76348-450,76348-450-02,240725,13de0e4c-b134-41c0-e054-00144ff88e88
865,67091037708,67091-377,67091-377-08,1000990,13fbde45-958c-455f-b766-f6a34342ee95
866,72476066105,72476-661,72476-661-05,253017,13ffb00b-7c6f-47aa-bc82-2402d121a758
867,72288029802,72288-298,72288-298-02,636522,14213a15-5842-456f-a5ab-654268c58f78
870,50383018902,50383-189,50383-189-02,992395,14312de6-67d4-4de2-854c-ef764090dd83
871,62037082501,62037-825,62037-825-01,1116320,14496afb-a541-4b01-a672-fcd411292b8d
873,62037082675,62037-826,62037-826-75,1116339,14496afb-a541-4b01-a672-fcd411292b8d
875,14445012960,14445-129,14445-129-60,810000,145b4fae-ce6d-43e8-a474-fcb9dff92a53
876,14445013060,14445-130,14445-130-60,809987,145b4fae-ce6d-43e8-a474-fcb9dff92a53
877,14445013160,14445-131,14445-131-60,809992,145b4fae-ce6d-43e8-a474-fcb9dff92a53
878,14445013260,14445-132,14445-132-60,809996,145b4fae-ce6d-43e8-a474-fcb9dff92a53
879,53002756201,53002-7562,53002-7562-1,197517,146e570b-c0d0-4879-9f58-8cf6287af9a6
882,11822331700,11822-3317,11822-3317-0,359818,1472b0a3-5ff1-44e7-8748-a3b1a5e55196
884,70721000930,70721-009,70721-009-30,238910,14a2a313-709b-4741-aded-2d0d33358d28
885,00093030801,0093-0308,0093-0308-01,598029,14aaadca-7d86-47e8-8483-6e05d456949d
887,00904683204,0904-6832,0904-6832-04,686429,14ac4435-903b-41f5-a3c4-8c73de3e4cef
888,35000026442,35000-264,35000-264-42,416783,14c8cb31-3521-4447-9781-efa3d9c4ab8e
890,00713063115,0713-0631,0713-0631-15,895987,14c8d082-b301-8f09-a509-950459ae0a28
893,00406412303,0406-4123,0406-4123-03,991147,14f7b1d8-344a-4eaa-a1bf-bc1a00c3ab58
895,71205063930,71205-639,71205-639-30,483438,1503dd3b-688b-4702-8fc1-954b5ffe4235
898,75834019001,75834-190,75834-190-01,636631,150537a8-10ac-422d-bf33-68b1a408e566
899,00904682361,0904-6823,0904-6823-61,310433,152adf1d-ec0c-4561-bf80-e4c7da158723
900,00904710861,0904-7108,0904-7108-61,310434,152adf1d-ec0c-4561-bf80-e4c7da158723
901,00378104901,0378-1049,0378-1049-01,197629,1533343b-f1ed-4c3a-bb36-23a748452b05
905,00378312501,0378-3125,0378-3125-01,1000070,1533343b-f1ed-4c3a-bb36-23a748452b05
909,00378425001,0378-4250,0378-4250-01,1000076,1533343b-f1ed-4c3a-bb36-23a748452b05
913,00378537501,0378-5375,0378-5375-01,1000097,1533343b-f1ed-4c3a-bb36-23a748452b05
917,00378641001,0378-6410,0378-6410-01,1000058,1533343b-f1ed-4c3a-bb36-23a748452b05
921,62011039001,62011-0390,62011-0390-1,978006,1537febf-2816-438b-979a-8c8f16f06de5
922,63187014120,63187-141,63187-141-20,284215,158e6c0c-1ca3-49a6-84fd-54d8fde7c2a7
929,63187024720,63187-247,63187-247-20,197518,158e6c0c-1ca3-49a6-84fd-54d8fde7c2a7
936,00378354725,0378-3547,0378-3547-25,197931,15904472-4c32-4224-95d3-eb131a7ff9c8
938,60687038701,60687-387,60687-387-01,993466,159cb0cb-4b27-4a1c-8ad4-dc93604c79c7
940,60687039801,60687-398,60687-398-01,993470,159cb0cb-4b27-4a1c-8ad4-dc93604c79c7
942,60687040925,60687-409,60687-409-25,993462,159cb0cb-4b27-4a1c-8ad4-dc93604c79c7
944,27808016801,27808-168,27808-168-01,312515,159ddd0b-847e-4ecc-b3b2-9634cbb4dfa9
945,27808016901,27808-169,27808-169-01,314182,159ddd0b-847e-4ecc-b3b2-9634cbb4dfa9
946,55316066469,55316-664,55316-664-69,1043619,163f8279-30ed-4f79-a391-45df95584ed3
949,86089050017,86089-500,86089-500-17,1020365,1647db6d-a956-4123-b861-7a8b868629b7
951,00185041001,0185-0410,0185-0410-01,993503,165475dd-a250-48bb-b4c8-65c189194a9b
959,00185041501,0185-0415,0185-0415-01,636353,165475dd-a250-48bb-b4c8-65c189194a9b
967,00185111101,0185-1111,0185-1111-01,636354,165475dd-a250-48bb-b4c8-65c189194a9b
977,11822332608,11822-3326,11822-3326-8,311975,16611de5-219b-45af-bbc9-0d455ad9034d
978,66902014263,66902-142,66902-142-63,1089847,16918ba3-2e07-4232-9ed3-4c7751796cd2
979,55910020916,55910-209,55910-209-16,204602,1694f4ee-1065-4b13-b642-b8437f473541
981,56062094730,56062-947,56062-947-30,562600,169eaaa4-308d-44ba-ad93-3205e0dd9ae1
982,00173089601,0173-0896,0173-0896-01,2387843,16a160a4-3ec0-4ddf-99ce-05912dd3382d
983,42291018450,42291-184,42291-184-50,830861,16b8aeb0-dc95-aef6-fa6a-459ad7ed6ed9
985,42291018550,42291-185,42291-185-50,830845,16b8aeb0-dc95-aef6-fa6a-459ad7ed6ed9
987,42291018650,42291-186,42291-186-50,830837,16b8aeb0-dc95-aef6-fa6a-459ad7ed6ed9
989,42291018750,42291-187,42291-187-50,830801,16b8aeb0-dc95-aef6-fa6a-459ad7ed6ed9
991,50228050305,50228-503,50228-503-05,1807915,16dc4008-7b5e-4c6d-9bc8-8db96be911a1
997,50228050405,50228-504,50228-504-05,1807888,16dc4008-7b5e-4c6d-9bc8-8db96be911a1
1003,00536109301,0536-1093,0536-1093-01,849574,16e107f0-45a3-428f-b849-0f20a848a602
1006,47682001733,47682-017,47682-017-33,1299145,16fddca9-a66b-41e6-9423-eaf091d3971e
1012,69634002130,69634-021,69634-021-30,238910,170ce528-7115-463c-b360-1d7a958bbd81
1013,49035000126,49035-001,49035-001-26,349404,171c90a5-1d71-47d4-a92a-cbcc026506f1
1014,50090602200,50090-6022,50090-6022-0,885213,17277751-785c-4ce6-a47f-6bc9ea072b9b
1015,55289040230,55289-402,55289-402-30,197900,172f0c9b-424e-409a-bc51-46988b8ab912
1017,42756111607,42756-1116,42756-1116-7,347669,17308067-f452-4f68-973d-d99d52867799
1018,71335005501,71335-0055,71335-0055-1,858817,17465047-9539-4499-8ae7-a1fadda739e3
1023,71993030110,71993-301,71993-301-10,1724446,1758122b-4296-413b-b992-0d3df16eb91e
1025,27241015919,27241-159,27241-159-19,863559,178a014b-92c7-44a7-abb8-95d89a2feb8f
1026,71922010330,71922-103,71922-103-30,1992043,1796b3ec-833a-4cf1-ba50-bc4da827f84f
1027,71610063030,71610-630,71610-630-30,310434,17988b64-723c-488d-befd-3e4e4cc44bd2
1035,55700023310,55700-233,55700-233-10,311296,179d00f2-ad72-48a1-812c-652b438c1a47
1037,58790000228,58790-002,58790-002-28,998666,17a01236-130f-495b-9f8d-92b6a23b2dc5
1038,58790000330,58790-003,58790-003-30,2106266,17a01236-130f-495b-9f8d-92b6a23b2dc5
1040,69238158103,69238-1581,69238-1581-3,1483558,17a9750b-e1b0-4293-992d-195b2eb9ea11
1041,11673074162,11673-741,11673-741-62,310963,17b3ca97-1bd6-4e76-a47f-2e35ef36b707
1043,75826013610,75826-136,75826-136-10,312357,1805bc08-e870-4373-b290-bed1eed87df6
1045,75826013700,75826-137,75826-137-00,198086,1805bc08-e870-4373-b290-bed1eed87df6
1047,75826013810,75826-138,75826-138-10,312362,1805bc08-e870-4373-b290-bed1eed87df6
1049,75826013900,75826-139,75826-139-00,199167,1805bc08-e870-4373-b290-bed1eed87df6
1051,75826014010,75826-140,75826-140-10,198089,1805bc08-e870-4373-b290-bed1eed87df6
1053,75826014100,75826-141,75826-141-00,199168,1805bc08-e870-4373-b290-bed1eed87df6
1055,75826014200,75826-142,75826-142-00,199164,1805bc08-e870-4373-b290-bed1eed87df6
1057,75826014310,75826-143,75826-143-10,198083,1805bc08-e870-4373-b290-bed1eed87df6
1059,71205017930,71205-179,71205-179-30,866436,1806dadd-9ebb-46ee-9b86-f153e6db3b48
1062,59762152001,59762-1520,59762-1520-1,308136,180ee374-24f2-4b9c-9d54-8815f2b1dc9b
1064,59762153003,59762-1530,59762-1530-3,197361,180ee374-24f2-4b9c-9d54-8815f2b1dc9b
1067,59762154002,59762-1540,59762-1540-2,308135,180ee374-24f2-4b9c-9d54-8815f2b1dc9b
1070,59762201001,59762-2010,59762-2010-1,197361,180ee374-24f2-4b9c-9d54-8815f2b1dc9b
1073,59762213501,59762-2135,59762-2135-1,308135,180ee374-24f2-4b9c-9d54-8815f2b1dc9b
1075,59762224203,59762-2242,59762-2242-3,308136,180ee374-24f2-4b9c-9d54-8815f2b1dc9b
1077,43063045190,43063-451,43063-451-90,200329,181e6f96-4a1d-49af-b906-b9aa2bbf0061
1078,72476066505,72476-665,72476-665-05,253017,1822f90d-f693-48d7-b338-a3f2ddfac4df
1079,69745001915,69745-019,69745-019-15,245593,182e5f19-1693-4a65-8f45-a2494d000dd2
1080,67457064000,67457-640,67457-640-00,314192,185c1647-06ea-401e-ad1d-8727d77eb827
1083,68094004459,68094-044,68094-044-59,359296,18602acd-d31b-492c-9552-da7aeb0de428
1085,68152011201,68152-112,68152-112-01,2106373,188815dd-9d1c-4e0f-934e-972dce0d4599
1086,68152011401,68152-114,68152-114-01,2106377,188815dd-9d1c-4e0f-934e-972dce0d4599
1087,50227100303,50227-1003,50227-1003-3,238910,18d2e370-b30e-4b50-85d8-265964be2dde
1088,00143994101,0143-9941,0143-9941-01,204509,18daf0d1-b6f5-46f4-ab2f-01a594f3959c
1090,71205036930,71205-369,71205-369-30,313585,18e77a42-6552-4042-9ed3-046c94f4f921
1093,63824027864,63824-278,63824-278-64,1112900,18f4a832-9d5a-418f-b88f-da830d00fb94
1096,58602083607,58602-836,58602-836-07,359818,1909cf25-bce8-4880-abc6-548d28a7285d
1100,62839013807,62839-0138,62839-0138-7,1042673,190e3e37-ad29-4e94-840a-fa982fcdaab4
1101,51817058601,51817-586,51817-586-01,402243,191d231a-1fbd-4a65-9d33-d5dc03bac381
1102,71288001791,71288-017,71288-017-91,1996246,191f0224-67b7-4945-bdcd-38d60645e38c
1103,71205024730,71205-247,71205-247-30,617310,1923c91e-c6dd-4446-aabd-70a0c6aa1a82
1106,59062400101,59062-4001,59062-4001-1,1046310,19304d65-aee9-42dd-aea8-61a7b8c9beb6
1110,69301002715,69301-027,69301-027-15,245593,1963e24a-a496-41c6-b8f4-9dadfdc60674
1111,00143952901,0143-9529,0143-9529-01,859824,1967dc24-f2a5-4095-baa9-a9d1c5410311
1112,49999005730,49999-057,49999-057-30,311666,196b8971-a5ba-4250-ba42-e48fd7922a18
1115,71205035910,71205-359,71205-359-10,728109,196c8dee-342b-4627-b060-39b99ed91a41
1116,71205036010,71205-360,71205-360-10,728113,196c8dee-342b-4627-b060-39b99ed91a41
1117,70700018622,70700-186,70700-186-22,1791701,19735014-c6fb-0a05-c330-2e9389c71216
1119,70700018722,70700-187,70700-187-22,1791736,19735014-c6fb-0a05-c330-2e9389c71216
1121,66689034702,66689-347,66689-347-02,314230,19880f51-badb-4846-a02a-592a210690ab
1122,71205020706,71205-207,71205-207-06,1014678,198ca875-bb8a-49d5-8809-7121ba119381
1128,63187077812,63187-778,63187-778-12,856999,199d4915-cb3b-48f3-835d-a45d04a5c940
1134,63187036823,63187-368,63187-368-23,876214,199d6173-3fad-49e4-88fe-bde7223ed4c3
1135,46122065625,46122-656,46122-656-25,1012099,199d93f2-2e29-4087-b18e-26bbc4a693ae
1136,37835012617,37835-126,37835-126-17,308907,19afcf54-2090-4588-9af8-e6536db8fda0
1137,00781300642,0781-3006,0781-3006-42,545835,19afe51a-3b2d-4286-ad32-992a34bba648
1138,63629882101,63629-8821,63629-8821-1,545835,19afe51a-3b2d-4286-ad32-992a34bba648
1139,59762235006,59762-2350,59762-2350-6,251322,19c924c2-f558-4c78-9277-2d7e0df2f505
1141,63824051924,63824-519,63824-519-24,1657147,19da539e-7b57-41d7-aad5-fc89a6705e20
1145,53041062203,53041-622,53041-622-03,1116572,19e9678d-ac34-4af8-a80f-d08fce0a5f0e
1147,65862059760,65862-597,65862-597-60,200082,1a123145-2d63-484a-a0a0-061890796137
1148,63187020300,63187-203,63187-203-00,200371,1a136cc3-d655-4f3c-8710-2603dc008492
1153,63187022000,63187-220,63187-220-00,283672,1a136cc3-d655-4f3c-8710-2603dc008492
1158,51660099830,51660-998,51660-998-30,997420,1a1afa95-570d-456e-b436-a0fcfaf68517
1160,69509005015,69509-050,69509-050-15,245593,1a1f0c6a-b162-4679-b222-550834538437
1161,76282050705,76282-507,76282-507-05,308136,1a24433f-4464-4c6d-9456-ed1ce38e8ec4
1164,76282050805,76282-508,76282-508-05,197361,1a24433f-4464-4c6d-9456-ed1ce38e8ec4
1167,76282050905,76282-509,76282-509-05,308135,1a24433f-4464-4c6d-9456-ed1ce38e8ec4
1170,16729043105,16729-431,16729-431-05,486419,1a2cb5e3-08a5-4d50-95e6-23440e0b7490
1171,10370011610,10370-116,10370-116-10,854880,1a32885f-7e42-4558-9142-42d441bcf23d
1172,10370011710,10370-117,10370-117-10,854894,1a32885f-7e42-4558-9142-42d441bcf23d
1173,60687035501,60687-355,60687-355-01,197901,1a56e31f-20c1-4936-8850-05de8b56e90e
1175,60687036701,60687-367,60687-367-01,197902,1a56e31f-20c1-4936-8850-05de8b56e90e
1177,60687040101,60687-401,60687-401-01,197900,1a56e31f-20c1-4936-8850-05de8b56e90e
1179,59762006701,59762-0067,59762-0067-1,861064,1a58062b-e635-431a-908d-2651c6a4a21c
1180,59762490001,59762-4900,59762-4900-1,312941,1a58062b-e635-431a-908d-2651c6a4a21c
1185,59762491001,59762-4910,59762-4910-1,312938,1a58062b-e635-431a-908d-2651c6a4a21c
1190,59762496001,59762-4960,59762-4960-1,312940,1a58062b-e635-431a-908d-2651c6a4a21c
1191,59762516001,59762-5160,59762-5160-1,312938,1a58062b-e635-431a-908d-2651c6a4a21c
1194,59762634701,59762-6347,59762-6347-1,312940,1a58062b-e635-431a-908d-2651c6a4a21c
1195,59762644301,59762-6443,59762-6443-1,312941,1a58062b-e635-431a-908d-2651c6a4a21c
1198,00363906000,0363-9060,0363-9060-00,311237,1a59d294-5eb4-43e9-b48e-42c4fbd05498
1199,46122058162,46122-581,46122-581-62,978006,1a8f6a42-e74f-4725-b12e-b85c2d015191
1200,00363197316,0363-1973,0363-1973-16,106258,1a9b8b4c-3e15-49e6-af91-76ed0dc0829e
1203,42582080008,42582-800,42582-800-08,1000895,1aa63fb0-05d9-426a-aa45-264373a23d9f
1204,43063005706,43063-057,43063-057-06,197900,1ac2b596-3e90-42b5-bade-e04f5653f4f8
1205,68788720101,68788-7201,68788-7201-1,606730,1adc419f-0c98-47ae-b888-2c5fd10d6ac0
1210,00781922009,0781-9220,0781-9220-09,309339,1afa9f7a-944c-4e34-ba51-120f68f2fcf9
1212,00781922109,0781-9221,0781-9221-09,309335,1afa9f7a-944c-4e34-ba51-120f68f2fcf9
1214,00781922209,0781-9222,0781-9222-09,309336,1afa9f7a-944c-4e34-ba51-120f68f2fcf9
1216,51079045801,51079-458,51079-458-01,904467,1b00f510-c86d-46f6-b427-311a8fd14955
1218,51079078201,51079-782,51079-782-01,904475,1b00f510-c86d-46f6-b427-311a8fd14955
1220,53002482100,53002-4821,53002-4821-0,197320,1b063352-ecff-4317-8eb6-5c934aad8180
1223,75834012401,75834-124,75834-124-01,197310,1b0919aa-0d41-4c91-9ef4-049ac9e27d78
1225,00480124228,0480-1242,0480-1242-28,602912,1b2716cf-24b4-4157-a218-58ede63917bd
1226,00480124328,0480-1243,0480-1243-28,602910,1b2716cf-24b4-4157-a218-58ede63917bd
1227,00480124421,0480-1244,0480-1244-21,643712,1b2716cf-24b4-4157-a218-58ede63917bd
1228,00480124621,0480-1246,0480-1246-21,643720,1b2716cf-24b4-4157-a218-58ede63917bd
1229,24794022130,24794-221,24794-221-30,645497,1b3e24cf-ecb6-4ddd-888a-333895eea66d
1230,53002250803,53002-2508,53002-2508-3,993557,1b4b326e-64a2-4e1c-b16c-9190f4be4bb9
1231,72572005001,72572-050,72572-050-01,483017,1b5ca3e0-ce08-4e11-9385-9ec22e5abb5b
1233,64024022201,64024-222,64024-222-01,636522,1b6622a9-2e3b-418f-a747-f79152d36a27
1234,63187093004,63187-930,63187-930-04,1357010,1b79a7d8-a8f4-4525-8b94-3e317fc5a717
1236,71610062445,71610-624,71610-624-45,197884,1b9ddfd8-0acc-4fb5-a948-bb2c0cc23a91
1239,76420021406,76420-214,76420-214-06,197511,1bb1d26e-fad0-4338-8948-3f095d5817a6
1244,69301000730,69301-007,69301-007-30,238910,1bcb43d9-4e02-443a-8208-dd094f0203b0
1245,63629469901,63629-4699,63629-4699-1,351250,1bdc1ffc-f353-4af6-a965-723f5d309351
1252,00904724804,0904-7248,0904-7248-04,349208,1bef7d8f-524b-4218-8fef-6c3f3628d33e
1253,71363010530,71363-105,71363-105-30,238910,1c0770a4-5a82-46d4-a660-7553632d749b
1254,00363633001,0363-6330,0363-6330-01,311502,1c0ee442-ffd2-4f6c-aab2-f70e295378ad
1255,00338006301,0338-0063,0338-0063-01,1790131,1c153e9e-4cf2-4ac7-9cf9-16f9b48d7dce
1256,00338006701,0338-0067,0338-0067-01,1790128,1c153e9e-4cf2-4ac7-9cf9-16f9b48d7dce
1257,71205057915,71205-579,71205-579-15,857700,1c1ee94c-60d6-4cfc-bb66-1d4f6e630512
1258,11822017001,11822-0170,11822-0170-1,311975,1c49ddd3-0f2c-4310-acf1-edd42e3aafc5
1260,24794010716,24794-107,24794-107-16,245593,1c5e2cf3-99ef-4737-941e-bc7fb90259e4
1261,70721000230,70721-002,70721-002-30,238910,1c6d5e87-3fad-4a2c-9e5f-96166d0beaeb
1262,55910032039,55910-320,55910-320-39,1038929,1c7ad2a5-7d21-42e0-92e4-d08230424cfa
1263,00409114401,0409-1144,0409-1144-01,313590,1c993365-1b62-4524-e781-d307f28f63bc
1272,00409401101,0409-4011,0409-4011-01,1665057,1c993365-1b62-4524-e781-d307f28f63bc
1276,00409963305,0409-9633,0409-9633-05,665052,1c993365-1b62-4524-e781-d307f28f63bc
1280,30142071902,30142-719,30142-719-02,645146,1c9a23e0-d2c6-4de6-9fdb-28ffa38b9af0
1281,70031000101,70031-001,70031-001-01,1043348,1cb65ec8-4cbf-5d7f-e054-00144ff8d46c
1286,67457052810,67457-528,67457-528-10,1803932,1cb701ca-2478-4268-9d69-80293965d59d
1287,67457052920,67457-529,67457-529-20,1803937,1cb701ca-2478-4268-9d69-80293965d59d
1288,67457053035,67457-530,67457-530-35,237788,1cb701ca-2478-4268-9d69-80293965d59d
1289,00254301255,0254-3012,0254-3012-55,799835,1cd584de-b704-4d26-8451-e3247ffb8d08
1290,17478071510,17478-715,17478-715-10,861200,1ce6d79a-32c1-44dc-b50c-ada8848f39c3
1293,71205098830,71205-988,71205-988-30,855172,1ceff0e6-1e66-4494-b986-1bd23eb6813e
1296,11822332301,11822-3323,11822-3323-1,311975,1cf7f1b0-58ae-4a71-9841-b580f31cf1d0
1298,61442045101,61442-451,61442-451-01,197446,1d104647-3f90-4d9e-957a-f3d211cd5f87
1301,50742033130,50742-331,50742-331-30,901541,1d2b1d2c-ae22-424a-bad7-ce24a817b042
1302,50742033230,50742-332,50742-332-30,901546,1d2b1d2c-ae22-424a-bad7-ce24a817b042
1303,50742033330,50742-333,50742-333-30,901550,1d2b1d2c-ae22-424a-bad7-ce24a817b042
1304,50742033430,50742-334,50742-334-30,1114479,1d2b1d2c-ae22-424a-bad7-ce24a817b042
1305,50742033530,50742-335,50742-335-30,901555,1d2b1d2c-ae22-424a-bad7-ce24a817b042
1306,50742033630,50742-336,50742-336-30,1114485,1d2b1d2c-ae22-424a-bad7-ce24a817b042
1307,50742033730,50742-337,50742-337-30,901534,1d2b1d2c-ae22-424a-bad7-ce24a817b042
